section,question_number,main_question,full_question,sub_question,option_1,option_2,option_3,option_4,correct_option,feedback_1,feedback_2,feedback_3,feedback_4,min_value,max_value,solution,image_url,units,question_type
Projectile Motion,9,Projectile Motion Q9,A kicker in football always kicks the ball from the ground with a velocity of 20 m/s and a trajectory of 45 . What is the maximum distance from the goalposts that the kicker can be successful if the height of the crossbar is 3 m?,What are the vertical and horizontal components of initial velocity?, $ v_{oy}=20\sin45^\circ $  $ v_{ox}=20\cos45^\circ $ , $ v_{oy}=20\sin40^\circ $  $ v_{ox}=20\cos40^\circ $ , $ v_{oy}=20\sin45^\circ $  $ v_{ox}=0 $ , $ v_{oy}=10\sin45^\circ $  $ v_{ox}=10\cos45^\circ $ ,1,Correct: components from 20 m/s at 45 .,Angle is wrong.,There is horizontal motion.,Speed isn t 10 m/s.,37.4,37.7,"**1) What is the first step in answering any projectile question?**
Resolve motion into horizontal and vertical components and write the kinematic equations for each (take $+\hat y$ upward).
---
**2) How are the equations of motion derived?**
From constant-acceleration kinematics (Newton�s second law) with gravity as the only acceleration.
---
**3) What are the accelerations in projectile motion?**
$a_x=0,  a_y=-g=-9.8 \mathrm{m/s^2}.$
---
**4) Which are the six equations of motion for any projectile?**
Horizontal: $x=v_{0x}t, v_x=v_{0x}, a_x=0.$  
Vertical: $y=y_0+v_{0y}t-\tfrac{1}{2}gt^2, v_y=v_{0y}-gt, a_y=-g.$
---
**5) What are the vertical and horizontal components of initial velocity?**
With total speed $v_0=20 \mathrm{m/s}$ and launch angle $\theta=45^\circ$:  
$v_{0x}=v_0\cos45^\circ=\frac{20}{\sqrt2}\approx14.14 \mathrm{m/s},\quad
v_{0y}=v_0\sin45^\circ=\frac{20}{\sqrt2}\approx14.14 \mathrm{m/s}.$
---
**6) Which equation can you use to find the height of the ball at a particular time?**
Use $y(t)=y_0+v_{0y}t-\tfrac{1}{2}gt^2.$  
Here $y_0=0$ since the ball is kicked from the ground.
---
**7) What is the next step?**
Set $y(t)=3 \mathrm{m}$ and solve the quadratic equation for $t.$
---
**8) At what time(s) is the ball 3 m high (the height it needs to clear the goalposts)?**
Solve $3=v_{0y}t-\tfrac{1}{2}gt^2\Rightarrow4.9t^2-14.14t+3=0.$  
$t=\frac{14.14\pm\sqrt{14.14^2-4(4.9)(3)}}{2(4.9)}=0.231 \mathrm{s}, 2.656 \mathrm{s}.$  
The second time is on the way down and gives the farthest distance.
---
**9) Which equation would you use to find the horizontal displacement at any specific time?**
Use $x(t)=v_{0x}t.$
---
**10) What is the maximum distance from the goalposts that the kicker can be successful if the crossbar height is 3 m?**
Use the later time $t=2.656 \mathrm{s}.$  
$x_\text{max}=v_{0x}t=(14.14)(2.656)\approx37.6 \mathrm{m}.$  
So the kicker can be successful from **about $(38 \mathrm{m})$** to just clear a 3 m crossbar.",,m,Substitute & Calculate
Projectile Motion,9,Projectile Motion Q9,A kicker in football always kicks the ball from the ground with a velocity of 20 m/s and a trajectory of 45 . What is the maximum distance from the goalposts that the kicker can be successful if the height of the crossbar is 3 m?,Which equation can you use to find the height of the ball at a particular time?, $ x(t)=-9.81t^2/2+v_{ox}t+x_0 $ , $ x(t)=v_{ox}t+x_0 $ , $ x(t)=v_{ox}t^2+x_0 t $ , $ y(t)=-9.81t^2/2+v_{oy}t+y_0 $ ,4,x-equations don t give height.,Horizontal position only.,Not a kinematics equation.,Correct vertical position equation.,37.4,37.7,"**1) What is the first step in answering any projectile question?**
Resolve motion into horizontal and vertical components and write the kinematic equations for each (take $+\hat y$ upward).
---
**2) How are the equations of motion derived?**
From constant-acceleration kinematics (Newton�s second law) with gravity as the only acceleration.
---
**3) What are the accelerations in projectile motion?**
$a_x=0,  a_y=-g=-9.8 \mathrm{m/s^2}.$
---
**4) Which are the six equations of motion for any projectile?**
Horizontal: $x=v_{0x}t, v_x=v_{0x}, a_x=0.$  
Vertical: $y=y_0+v_{0y}t-\tfrac{1}{2}gt^2, v_y=v_{0y}-gt, a_y=-g.$
---
**5) What are the vertical and horizontal components of initial velocity?**
With total speed $v_0=20 \mathrm{m/s}$ and launch angle $\theta=45^\circ$:  
$v_{0x}=v_0\cos45^\circ=\frac{20}{\sqrt2}\approx14.14 \mathrm{m/s},\quad
v_{0y}=v_0\sin45^\circ=\frac{20}{\sqrt2}\approx14.14 \mathrm{m/s}.$
---
**6) Which equation can you use to find the height of the ball at a particular time?**
Use $y(t)=y_0+v_{0y}t-\tfrac{1}{2}gt^2.$  
Here $y_0=0$ since the ball is kicked from the ground.
---
**7) What is the next step?**
Set $y(t)=3 \mathrm{m}$ and solve the quadratic equation for $t.$
---
**8) At what time(s) is the ball 3 m high (the height it needs to clear the goalposts)?**
Solve $3=v_{0y}t-\tfrac{1}{2}gt^2\Rightarrow4.9t^2-14.14t+3=0.$  
$t=\frac{14.14\pm\sqrt{14.14^2-4(4.9)(3)}}{2(4.9)}=0.231 \mathrm{s}, 2.656 \mathrm{s}.$  
The second time is on the way down and gives the farthest distance.
---
**9) Which equation would you use to find the horizontal displacement at any specific time?**
Use $x(t)=v_{0x}t.$
---
**10) What is the maximum distance from the goalposts that the kicker can be successful if the crossbar height is 3 m?**
Use the later time $t=2.656 \mathrm{s}.$  
$x_\text{max}=v_{0x}t=(14.14)(2.656)\approx37.6 \mathrm{m}.$  
So the kicker can be successful from **about $(38 \mathrm{m})$** to just clear a 3 m crossbar.",,m,Substitute & Calculate
Projectile Motion,9,Projectile Motion Q9,A kicker in football always kicks the ball from the ground with a velocity of 20 m/s and a trajectory of 45 . What is the maximum distance from the goalposts that the kicker can be successful if the height of the crossbar is 3 m?,What is the next step?,Solve for the angle of trajectory,Integrate v(t),Solve for x(t),Sub in all known values,4,Angle is already known.,No need to re-derive.,We ll get x after finding times.,"Correct: plug $ y=3 $ m, $ v_{oy} $ , $ g $ to solve for $ t $ .",37.4,37.7,"**1) What is the first step in answering any projectile question?**
Resolve motion into horizontal and vertical components and write the kinematic equations for each (take $+\hat y$ upward).
---
**2) How are the equations of motion derived?**
From constant-acceleration kinematics (Newton�s second law) with gravity as the only acceleration.
---
**3) What are the accelerations in projectile motion?**
$a_x=0,  a_y=-g=-9.8 \mathrm{m/s^2}.$
---
**4) Which are the six equations of motion for any projectile?**
Horizontal: $x=v_{0x}t, v_x=v_{0x}, a_x=0.$  
Vertical: $y=y_0+v_{0y}t-\tfrac{1}{2}gt^2, v_y=v_{0y}-gt, a_y=-g.$
---
**5) What are the vertical and horizontal components of initial velocity?**
With total speed $v_0=20 \mathrm{m/s}$ and launch angle $\theta=45^\circ$:  
$v_{0x}=v_0\cos45^\circ=\frac{20}{\sqrt2}\approx14.14 \mathrm{m/s},\quad
v_{0y}=v_0\sin45^\circ=\frac{20}{\sqrt2}\approx14.14 \mathrm{m/s}.$
---
**6) Which equation can you use to find the height of the ball at a particular time?**
Use $y(t)=y_0+v_{0y}t-\tfrac{1}{2}gt^2.$  
Here $y_0=0$ since the ball is kicked from the ground.
---
**7) What is the next step?**
Set $y(t)=3 \mathrm{m}$ and solve the quadratic equation for $t.$
---
**8) At what time(s) is the ball 3 m high (the height it needs to clear the goalposts)?**
Solve $3=v_{0y}t-\tfrac{1}{2}gt^2\Rightarrow4.9t^2-14.14t+3=0.$  
$t=\frac{14.14\pm\sqrt{14.14^2-4(4.9)(3)}}{2(4.9)}=0.231 \mathrm{s}, 2.656 \mathrm{s}.$  
The second time is on the way down and gives the farthest distance.
---
**9) Which equation would you use to find the horizontal displacement at any specific time?**
Use $x(t)=v_{0x}t.$
---
**10) What is the maximum distance from the goalposts that the kicker can be successful if the crossbar height is 3 m?**
Use the later time $t=2.656 \mathrm{s}.$  
$x_\text{max}=v_{0x}t=(14.14)(2.656)\approx37.6 \mathrm{m}.$  
So the kicker can be successful from **about $(38 \mathrm{m})$** to just clear a 3 m crossbar.",,m,Substitute & Calculate
Projectile Motion,9,Projectile Motion Q9,A kicker in football always kicks the ball from the ground with a velocity of 20 m/s and a trajectory of 45 . What is the maximum distance from the goalposts that the kicker can be successful if the height of the crossbar is 3 m?,At what time(s) is the ball 3 m high (the height it needs to clear the goal posts)?,1.8 s,0.23 s and 2.65 s,0.67 s and 1.33 s,1.17 s,2,Those are not the roots of $ y(t)=3 $ .,Correct ascending and descending times.,These don t satisfy the quadratic.,Not a solution of $ y(t)=3 $ .,37.4,37.7,"**1) What is the first step in answering any projectile question?**
Resolve motion into horizontal and vertical components and write the kinematic equations for each (take $+\hat y$ upward).
---
**2) How are the equations of motion derived?**
From constant-acceleration kinematics (Newton�s second law) with gravity as the only acceleration.
---
**3) What are the accelerations in projectile motion?**
$a_x=0,  a_y=-g=-9.8 \mathrm{m/s^2}.$
---
**4) Which are the six equations of motion for any projectile?**
Horizontal: $x=v_{0x}t, v_x=v_{0x}, a_x=0.$  
Vertical: $y=y_0+v_{0y}t-\tfrac{1}{2}gt^2, v_y=v_{0y}-gt, a_y=-g.$
---
**5) What are the vertical and horizontal components of initial velocity?**
With total speed $v_0=20 \mathrm{m/s}$ and launch angle $\theta=45^\circ$:  
$v_{0x}=v_0\cos45^\circ=\frac{20}{\sqrt2}\approx14.14 \mathrm{m/s},\quad
v_{0y}=v_0\sin45^\circ=\frac{20}{\sqrt2}\approx14.14 \mathrm{m/s}.$
---
**6) Which equation can you use to find the height of the ball at a particular time?**
Use $y(t)=y_0+v_{0y}t-\tfrac{1}{2}gt^2.$  
Here $y_0=0$ since the ball is kicked from the ground.
---
**7) What is the next step?**
Set $y(t)=3 \mathrm{m}$ and solve the quadratic equation for $t.$
---
**8) At what time(s) is the ball 3 m high (the height it needs to clear the goalposts)?**
Solve $3=v_{0y}t-\tfrac{1}{2}gt^2\Rightarrow4.9t^2-14.14t+3=0.$  
$t=\frac{14.14\pm\sqrt{14.14^2-4(4.9)(3)}}{2(4.9)}=0.231 \mathrm{s}, 2.656 \mathrm{s}.$  
The second time is on the way down and gives the farthest distance.
---
**9) Which equation would you use to find the horizontal displacement at any specific time?**
Use $x(t)=v_{0x}t.$
---
**10) What is the maximum distance from the goalposts that the kicker can be successful if the crossbar height is 3 m?**
Use the later time $t=2.656 \mathrm{s}.$  
$x_\text{max}=v_{0x}t=(14.14)(2.656)\approx37.6 \mathrm{m}.$  
So the kicker can be successful from **about $(38 \mathrm{m})$** to just clear a 3 m crossbar.",,m,Substitute & Calculate
Projectile Motion,9,Projectile Motion Q9,A kicker in football always kicks the ball from the ground with a velocity of 20 m/s and a trajectory of 45 . What is the maximum distance from the goalposts that the kicker can be successful if the height of the crossbar is 3 m?,Which equation would you use to find the horizontal displacement at any specific time?, $ x(t)=v_{ox}t+x_0 $ , $ y(t)=-9.81t^2/2+v_{oy}t+y_0 $ , $ y(t)=-9.81t^2+v_{oy} $ , $ x(t)=-9.81t^2/2+v_{ox}t+x_0 $ ,1,Correct: horizontal position.,That s for vertical motion.,Not a correct kinematic relation.,Gravity doesn t appear in $ x(t) $ .,37.4,37.7,"**1) What is the first step in answering any projectile question?**
Resolve motion into horizontal and vertical components and write the kinematic equations for each (take $+\hat y$ upward).
---
**2) How are the equations of motion derived?**
From constant-acceleration kinematics (Newton�s second law) with gravity as the only acceleration.
---
**3) What are the accelerations in projectile motion?**
$a_x=0,  a_y=-g=-9.8 \mathrm{m/s^2}.$
---
**4) Which are the six equations of motion for any projectile?**
Horizontal: $x=v_{0x}t, v_x=v_{0x}, a_x=0.$  
Vertical: $y=y_0+v_{0y}t-\tfrac{1}{2}gt^2, v_y=v_{0y}-gt, a_y=-g.$
---
**5) What are the vertical and horizontal components of initial velocity?**
With total speed $v_0=20 \mathrm{m/s}$ and launch angle $\theta=45^\circ$:  
$v_{0x}=v_0\cos45^\circ=\frac{20}{\sqrt2}\approx14.14 \mathrm{m/s},\quad
v_{0y}=v_0\sin45^\circ=\frac{20}{\sqrt2}\approx14.14 \mathrm{m/s}.$
---
**6) Which equation can you use to find the height of the ball at a particular time?**
Use $y(t)=y_0+v_{0y}t-\tfrac{1}{2}gt^2.$  
Here $y_0=0$ since the ball is kicked from the ground.
---
**7) What is the next step?**
Set $y(t)=3 \mathrm{m}$ and solve the quadratic equation for $t.$
---
**8) At what time(s) is the ball 3 m high (the height it needs to clear the goalposts)?**
Solve $3=v_{0y}t-\tfrac{1}{2}gt^2\Rightarrow4.9t^2-14.14t+3=0.$  
$t=\frac{14.14\pm\sqrt{14.14^2-4(4.9)(3)}}{2(4.9)}=0.231 \mathrm{s}, 2.656 \mathrm{s}.$  
The second time is on the way down and gives the farthest distance.
---
**9) Which equation would you use to find the horizontal displacement at any specific time?**
Use $x(t)=v_{0x}t.$
---
**10) What is the maximum distance from the goalposts that the kicker can be successful if the crossbar height is 3 m?**
Use the later time $t=2.656 \mathrm{s}.$  
$x_\text{max}=v_{0x}t=(14.14)(2.656)\approx37.6 \mathrm{m}.$  
So the kicker can be successful from **about $(38 \mathrm{m})$** to just clear a 3 m crossbar.",,m,Formula Selection
Projectile Motion,9,Projectile Motion Q9,A kicker in football always kicks the ball from the ground with a velocity of 20 m/s and a trajectory of 45 . What is the maximum distance from the goalposts that the kicker can be successful if the height of the crossbar is 3 m?,What is the maximum distance from the goalposts that the kicker can be successful if the height of the crossbar is 3 m?,,,,,,,,,,37.4,37.7,"**1) What is the first step in answering any projectile question?**
Resolve motion into horizontal and vertical components and write the kinematic equations for each (take $+\hat y$ upward).
---
**2) How are the equations of motion derived?**
From constant-acceleration kinematics (Newton�s second law) with gravity as the only acceleration.
---
**3) What are the accelerations in projectile motion?**
$a_x=0,  a_y=-g=-9.8 \mathrm{m/s^2}.$
---
**4) Which are the six equations of motion for any projectile?**
Horizontal: $x=v_{0x}t, v_x=v_{0x}, a_x=0.$  
Vertical: $y=y_0+v_{0y}t-\tfrac{1}{2}gt^2, v_y=v_{0y}-gt, a_y=-g.$
---
**5) What are the vertical and horizontal components of initial velocity?**
With total speed $v_0=20 \mathrm{m/s}$ and launch angle $\theta=45^\circ$:  
$v_{0x}=v_0\cos45^\circ=\frac{20}{\sqrt2}\approx14.14 \mathrm{m/s},\quad
v_{0y}=v_0\sin45^\circ=\frac{20}{\sqrt2}\approx14.14 \mathrm{m/s}.$
---
**6) Which equation can you use to find the height of the ball at a particular time?**
Use $y(t)=y_0+v_{0y}t-\tfrac{1}{2}gt^2.$  
Here $y_0=0$ since the ball is kicked from the ground.
---
**7) What is the next step?**
Set $y(t)=3 \mathrm{m}$ and solve the quadratic equation for $t.$
---
**8) At what time(s) is the ball 3 m high (the height it needs to clear the goalposts)?**
Solve $3=v_{0y}t-\tfrac{1}{2}gt^2\Rightarrow4.9t^2-14.14t+3=0.$  
$t=\frac{14.14\pm\sqrt{14.14^2-4(4.9)(3)}}{2(4.9)}=0.231 \mathrm{s}, 2.656 \mathrm{s}.$  
The second time is on the way down and gives the farthest distance.
---
**9) Which equation would you use to find the horizontal displacement at any specific time?**
Use $x(t)=v_{0x}t.$
---
**10) What is the maximum distance from the goalposts that the kicker can be successful if the crossbar height is 3 m?**
Use the later time $t=2.656 \mathrm{s}.$  
$x_\text{max}=v_{0x}t=(14.14)(2.656)\approx37.6 \mathrm{m}.$  
So the kicker can be successful from **about $(38 \mathrm{m})$** to just clear a 3 m crossbar.",,m,Final Answer
Projectile Motion,10,Projectile Motion Q10,"A trampolinist requires 1.9 seconds of total flight time to perform a full twisting, double somersault. What is the minimum vertical velocity needed at take-off?",What is the first step in answering any projectile question?,Derive the equations of motion,Draw a diagram,Calculate initial velocity,Build a model,1,Correct,We already have the diagram,Not first.,Overkill for step one.,9.3,9.35,"**1) What is the first step in answering any projectile question?**
Resolve motion into horizontal and vertical components and write the kinematic equations for each (take $+\hat y$ upward).
---
**2) How are the equations of motion derived?**
From constant-acceleration kinematics (Newton�s second law) with gravity as the only acceleration.
---
**3) What are the accelerations in projectile motion?**
$a_x=0,  a_y=-g=-9.8 \mathrm{m/s^2}.$
---
**4) Which are the six equations of motion for any projectile?**
Horizontal: $x=v_{0x}t, v_x=v_{0x}, a_x=0.$  
Vertical: $y=y_0+v_{0y}t-\tfrac{1}{2}gt^2, v_y=v_{0y}-gt, a_y=-g.$
---
**5) What is the vertical velocity of the trampolinist at the apex?**
$v_y=0.$
---
**6) At what time is the trampolinist at the apex?**
With total flight time $T=1.9 \mathrm{s}$ and equal take-off and landing heights,  
$t_\text{up}=T/2=0.95 \mathrm{s}.$
---
**7) Which equation would you use to find the velocity at any given time?**
Use $v_y(t)=v_{0y}-gt.$
---
**8) What is the next step?**
Set $v_y=0$ at $t=t_\text{up}$ and solve for $v_{0y}.$
---
**9) What is the minimum vertical velocity needed at take-off?**
$v_{0y}=g t_\text{up}=(9.8)(0.95)=9.31 \mathrm{m/s}.$  
So the trampolinist needs **about $(9.3 \mathrm{m/s})$** of upward take-off speed.",,m/s,Formula Selection
Projectile Motion,10,Projectile Motion Q10,"A trampolinist requires 1.9 seconds of total flight time to perform a full twisting, double somersault. What is the minimum vertical velocity needed at take-off?",How are the equations of motion derived?,Integration of displacement,Integration of acceleration,Derivative of acceleration,With a computer,2,Displacement comes after velocity.,Correct: integrate $ a!\to!v!\to!y $ .,That s the wrong direction.,"Tools help, but the physics gives the equations.",9.3,9.35,"**1) What is the first step in answering any projectile question?**
Resolve motion into horizontal and vertical components and write the kinematic equations for each (take $+\hat y$ upward).
---
**2) How are the equations of motion derived?**
From constant-acceleration kinematics (Newton�s second law) with gravity as the only acceleration.
---
**3) What are the accelerations in projectile motion?**
$a_x=0,  a_y=-g=-9.8 \mathrm{m/s^2}.$
---
**4) Which are the six equations of motion for any projectile?**
Horizontal: $x=v_{0x}t, v_x=v_{0x}, a_x=0.$  
Vertical: $y=y_0+v_{0y}t-\tfrac{1}{2}gt^2, v_y=v_{0y}-gt, a_y=-g.$
---
**5) What is the vertical velocity of the trampolinist at the apex?**
$v_y=0.$
---
**6) At what time is the trampolinist at the apex?**
With total flight time $T=1.9 \mathrm{s}$ and equal take-off and landing heights,  
$t_\text{up}=T/2=0.95 \mathrm{s}.$
---
**7) Which equation would you use to find the velocity at any given time?**
Use $v_y(t)=v_{0y}-gt.$
---
**8) What is the next step?**
Set $v_y=0$ at $t=t_\text{up}$ and solve for $v_{0y}.$
---
**9) What is the minimum vertical velocity needed at take-off?**
$v_{0y}=g t_\text{up}=(9.8)(0.95)=9.31 \mathrm{m/s}.$  
So the trampolinist needs **about $(9.3 \mathrm{m/s})$** of upward take-off speed.",,m/s,Formula Selection
Projectile Motion,10,Projectile Motion Q10,"A trampolinist requires 1.9 seconds of total flight time to perform a full twisting, double somersault. What is the minimum vertical velocity needed at take-off?",What are the accelerations in projectile motion?," $ a_y=-9.81 m/s^2$, $ a_x=-9.81 m/s^2$"," $ a_y=0 m/s^2$, $ a_x=0 m/s^2$"," $ a_y=-9.81 m/s^2$, $ a_x=0 m/s^2$"," $ a_y=0 m/s^2$, $ a_x=-9.81 m/s^2$",3,Gravity only acts vertically.,"No, gravity isn t zero.","Correct: vertical $ -9.81 $ , horizontal $ 0 $ .",Gravity doesn t accelerate horizontally.,9.3,9.35,"**1) What is the first step in answering any projectile question?**
Resolve motion into horizontal and vertical components and write the kinematic equations for each (take $+\hat y$ upward).
---
**2) How are the equations of motion derived?**
From constant-acceleration kinematics (Newton�s second law) with gravity as the only acceleration.
---
**3) What are the accelerations in projectile motion?**
$a_x=0,  a_y=-g=-9.8 \mathrm{m/s^2}.$
---
**4) Which are the six equations of motion for any projectile?**
Horizontal: $x=v_{0x}t, v_x=v_{0x}, a_x=0.$  
Vertical: $y=y_0+v_{0y}t-\tfrac{1}{2}gt^2, v_y=v_{0y}-gt, a_y=-g.$
---
**5) What is the vertical velocity of the trampolinist at the apex?**
$v_y=0.$
---
**6) At what time is the trampolinist at the apex?**
With total flight time $T=1.9 \mathrm{s}$ and equal take-off and landing heights,  
$t_\text{up}=T/2=0.95 \mathrm{s}.$
---
**7) Which equation would you use to find the velocity at any given time?**
Use $v_y(t)=v_{0y}-gt.$
---
**8) What is the next step?**
Set $v_y=0$ at $t=t_\text{up}$ and solve for $v_{0y}.$
---
**9) What is the minimum vertical velocity needed at take-off?**
$v_{0y}=g t_\text{up}=(9.8)(0.95)=9.31 \mathrm{m/s}.$  
So the trampolinist needs **about $(9.3 \mathrm{m/s})$** of upward take-off speed.",,m/s,Formula Selection
Projectile Motion,10,Projectile Motion Q10,"A trampolinist requires 1.9 seconds of total flight time to perform a full twisting, double somersault. What is the minimum vertical velocity needed at take-off?",Which are the six equations of motion for any projectile?," $ a_y(t)=-9.81,$  $$ v_y(t)=-9.81t+v_{oy},$$  $ y(t)=-9.81t^2/2+v_{oy}t+y_0,$  $$ a_x(t)=0,$$  $ v_x(t)=v_{ox},$  $$ x(t)=v_{ox}t+x_0$$"," $ a_y(t)=-9.81,$  $$v_y(t)=-9.81t+v_{oy},$$  $ y(t)=-9.81t^2+v_{oy}t+y_0,$  $$ a_x(t)=-9.81,$$  $ v_x(t)=v_{ox},$  $$ x(t)=v_{ox}t+x_0$$"," $ a_y(t)=-9.81,$  $$ v_y(t)=-9.81t,$$  $ y(t)=-9.81t^2/2+y_0,$  $$ a_x(t)=0,$$  $ v_x(t)=v_{ox},$  $$ x(t)=v_{ox}t+x_0$$"," $ a_y(t)=0,$  $$ v_y(t)=-9.81t,$$  $ y(t)=-9.81t^2/2+y_0,$  $$ a_x(t)=-9.81,$$  $ v_x(t)=v_{ox},$  $$ x(t)=v_{ox}t+x_0$$ ",1,Correct complete set for projectile motion.,Wrong signs and horizontal acceleration.,Missing initial vertical velocity term.,Vertical accel isn t $ 0 $ and $ a_x $ isn t $ -9.81 $ .,9.3,9.35,"**1) What is the first step in answering any projectile question?**
Resolve motion into horizontal and vertical components and write the kinematic equations for each (take $+\hat y$ upward).
---
**2) How are the equations of motion derived?**
From constant-acceleration kinematics (Newton�s second law) with gravity as the only acceleration.
---
**3) What are the accelerations in projectile motion?**
$a_x=0,  a_y=-g=-9.8 \mathrm{m/s^2}.$
---
**4) Which are the six equations of motion for any projectile?**
Horizontal: $x=v_{0x}t, v_x=v_{0x}, a_x=0.$  
Vertical: $y=y_0+v_{0y}t-\tfrac{1}{2}gt^2, v_y=v_{0y}-gt, a_y=-g.$
---
**5) What is the vertical velocity of the trampolinist at the apex?**
$v_y=0.$
---
**6) At what time is the trampolinist at the apex?**
With total flight time $T=1.9 \mathrm{s}$ and equal take-off and landing heights,  
$t_\text{up}=T/2=0.95 \mathrm{s}.$
---
**7) Which equation would you use to find the velocity at any given time?**
Use $v_y(t)=v_{0y}-gt.$
---
**8) What is the next step?**
Set $v_y=0$ at $t=t_\text{up}$ and solve for $v_{0y}.$
---
**9) What is the minimum vertical velocity needed at take-off?**
$v_{0y}=g t_\text{up}=(9.8)(0.95)=9.31 \mathrm{m/s}.$  
So the trampolinist needs **about $(9.3 \mathrm{m/s})$** of upward take-off speed.",,m/s,Formula Selection
Projectile Motion,10,Projectile Motion Q10,"A trampolinist requires 1.9 seconds of total flight time to perform a full twisting, double somersault. What is the minimum vertical velocity needed at take-off?",What is the vertical velocity of the trampolinist at his/her apex?,9 m/s,0 m/s,2 m/s,18 m/s,2,Not at the apex.,Correct vertical velocity is zero at the top.,Not at the apex.,Far too large.,9.3,9.35,"**1) What is the first step in answering any projectile question?**
Resolve motion into horizontal and vertical components and write the kinematic equations for each (take $+\hat y$ upward).
---
**2) How are the equations of motion derived?**
From constant-acceleration kinematics (Newton�s second law) with gravity as the only acceleration.
---
**3) What are the accelerations in projectile motion?**
$a_x=0,  a_y=-g=-9.8 \mathrm{m/s^2}.$
---
**4) Which are the six equations of motion for any projectile?**
Horizontal: $x=v_{0x}t, v_x=v_{0x}, a_x=0.$  
Vertical: $y=y_0+v_{0y}t-\tfrac{1}{2}gt^2, v_y=v_{0y}-gt, a_y=-g.$
---
**5) What is the vertical velocity of the trampolinist at the apex?**
$v_y=0.$
---
**6) At what time is the trampolinist at the apex?**
With total flight time $T=1.9 \mathrm{s}$ and equal take-off and landing heights,  
$t_\text{up}=T/2=0.95 \mathrm{s}.$
---
**7) Which equation would you use to find the velocity at any given time?**
Use $v_y(t)=v_{0y}-gt.$
---
**8) What is the next step?**
Set $v_y=0$ at $t=t_\text{up}$ and solve for $v_{0y}.$
---
**9) What is the minimum vertical velocity needed at take-off?**
$v_{0y}=g t_\text{up}=(9.8)(0.95)=9.31 \mathrm{m/s}.$  
So the trampolinist needs **about $(9.3 \mathrm{m/s})$** of upward take-off speed.",,m/s,Substitute & Calculate
Projectile Motion,10,Projectile Motion Q10,"A trampolinist requires 1.9 seconds of total flight time to perform a full twisting, double somersault. What is the minimum vertical velocity needed at take-off?",At what time is the trampolinist at his/her apex?,0.95 s,2.5 s,1.9 s,5.8 s,1,Half the total flight time.,That would exceed the whole flight.,That s the total flight time.,Not related to this motion.,9.3,9.35,"**1) What is the first step in answering any projectile question?**
Resolve motion into horizontal and vertical components and write the kinematic equations for each (take $+\hat y$ upward).
---
**2) How are the equations of motion derived?**
From constant-acceleration kinematics (Newton�s second law) with gravity as the only acceleration.
---
**3) What are the accelerations in projectile motion?**
$a_x=0,  a_y=-g=-9.8 \mathrm{m/s^2}.$
---
**4) Which are the six equations of motion for any projectile?**
Horizontal: $x=v_{0x}t, v_x=v_{0x}, a_x=0.$  
Vertical: $y=y_0+v_{0y}t-\tfrac{1}{2}gt^2, v_y=v_{0y}-gt, a_y=-g.$
---
**5) What is the vertical velocity of the trampolinist at the apex?**
$v_y=0.$
---
**6) At what time is the trampolinist at the apex?**
With total flight time $T=1.9 \mathrm{s}$ and equal take-off and landing heights,  
$t_\text{up}=T/2=0.95 \mathrm{s}.$
---
**7) Which equation would you use to find the velocity at any given time?**
Use $v_y(t)=v_{0y}-gt.$
---
**8) What is the next step?**
Set $v_y=0$ at $t=t_\text{up}$ and solve for $v_{0y}.$
---
**9) What is the minimum vertical velocity needed at take-off?**
$v_{0y}=g t_\text{up}=(9.8)(0.95)=9.31 \mathrm{m/s}.$  
So the trampolinist needs **about $(9.3 \mathrm{m/s})$** of upward take-off speed.",,m/s,Substitute & Calculate
